file,datetime,date,time,stage,stage_name,prev_stage,transition,incident_state,continuity_min,refire_count,predicted_fault_type,unified_risk_score,unified_risk_level,hot_area,hot_score,affected_areas,propagation_chain,flow_signals,maxcapa_signals,M16HUB_score,M14_score,M14B_score,M16A_score,M16B_score,M16_score,M16_PKT_score,M16_WT_score,M16HUB_signals,M14_signals,M14B_signals,M16A_signals,M16B_signals,M16HUB_ra,M14_ra,M14B_ra,M16A_ra,M16B_ra,M16HUB_rb_diff30,M14_rb_diff30,M14B_rb_diff30,M16A_rb_diff30,M16B_rb_diff30,M16HUB_rd_fab,M16HUB_stb_util,M16HUB_rev_count,M16HUB_rev_lids,sla_M14,sla_M14B,sla_M16A,sla_M16B,sla_M16HUB,sorter_M14,sorter_M14B,sorter_M16A,sorter_M16B,sorter_M16HUB,reason,M16HUB_pts_RA,M16HUB_pts_RA_sus,M16HUB_pts_RB,M16HUB_pts_RB_fast,M16HUB_pts_RC,M16HUB_pts_RD,M16HUB_pts_SLA,M16HUB_pts_SORT,M16HUB_pts_MAXCAPA,M14_pts_RA,M14_pts_RA_sus,M14_pts_RB,M14_pts_RB_fast,M14_pts_RC,M14_pts_RD,M14_pts_SLA,M14_pts_SORT,M14_pts_MAXCAPA,M14B_pts_RA,M14B_pts_RA_sus,M14B_pts_RB,M14B_pts_RB_fast,M14B_pts_RC,M14B_pts_RD,M14B_pts_SLA,M14B_pts_SORT,M14B_pts_MAXCAPA,M16A_pts_RA,M16A_pts_RA_sus,M16A_pts_RB,M16A_pts_RB_fast,M16A_pts_RC,M16A_pts_RD,M16A_pts_SLA,M16A_pts_SORT,M16A_pts_MAXCAPA,M16B_pts_RA,M16B_pts_RA_sus,M16B_pts_RB,M16B_pts_RB_fast,M16B_pts_RC,M16B_pts_RD,M16B_pts_SLA,M16B_pts_SORT,M16B_pts_MAXCAPA,layer1_total,flow_score,sla_score_total,sorter_score_total,mc_score_total,M16HUB_ra_count,M14_ra_count,M14B_ra_count,M16A_ra_count,M16B_ra_count,M16HUB_rb_diff10,M14_rb_diff10,M14B_rb_diff10,M16A_rb_diff10,M16B_rb_diff10,M16HUB_rc_trend,M14_cnv_skew,M14_rd_oht,M14B_rd_oht,M16A_rd_oht,M16B_rd_oht,M16HUB_sla_cnt,M14_sla_cnt,M16A_sla_cnt,M16B_sla_cnt,M16A_sorter_fail,M16B_sorter_fail,M16HUB_score_raw,M14_score_raw,M14B_score_raw,M16A_score_raw,M16B_score_raw
M16A_HUBROOM_PR.csv,2026-06-26 02:10,2026-06-26,02:10,3,3단계 ⭐확정,3,,IN_INCIDENT,152,0,M16A-신호,32,,M16A,10,,"M16HUB(01:10,RA+RB_fast+RC+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",M16A_2F_TO_HUB=1.6x(주의),,7,5,0,10,5,0,0,0,RD,RA_sus,,RA_sus+RB_fast,RA_sus,4.93,2.67,2.93,2.36,2.55,-36,-1,-12,-7,-9,0,100.00,6,"6ABL6021,6ABL6022,6ABL6031,6ABL0111,6ABL0112,6ABL0122",13.59,0,5.61,9.11,0,39,14,25,11,0,"hot_area=M16A; S3확정; 발동: M16HUB[R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,R-B_fast(+48/10분)]; M16B[R-A_sus]; 흐름:M16A_2F_TO_HUB=1.6x(주의)",0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,-25,-4,-25,48,0,6,0.65,78.79,79.55,80.66,75.92,0,131,44,72,0,0,7,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-26 02:11,2026-06-26,02:11,3,3단계 ⭐확정,3,,IN_INCIDENT,153,0,HUB-MLUD,32,,M16HUB,12,,"M16HUB(01:11,RA+RA_sus+RC+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,12,5,0,10,5,0,0,0,RA_sus+RD,RA_sus,,RA_sus+RB_fast,RA_sus,6.44,2.43,3.66,2.46,2.65,-58,-6,-22,-2,-5,0,100.00,5,"6ABL6021,6ABL6022,6ABL6031,6ABL0111,6ABL0112",12.94,0,5.60,9.68,0,30,13,29,12,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A_sus,R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,R-B_fast(+46/10분)]; M16B[R-A_sus]",0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,-28,-1,-21,46,5,7,0.69,77.63,81.40,79.52,75.50,0,111,39,67,0,0,12,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-26 02:12,2026-06-26,02:12,3,3단계 ⭐확정,3,,IN_INCIDENT,154,0,HUB-MLUD,35,,M16HUB,15,M16HUB,"M16HUB(01:12,RA+RC+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,15,5,0,10,5,0,0,0,RC+RD,RA_sus,,RA_sus+RB_fast,RA_sus,4.65,2.49,3.23,2.32,2.30,-78,-13,-36,-18,-15,0,100.00,4,"6ABL6012,6ABL6022,6ABL6031,6ABL0112",12.51,0,5.49,6.25,0,30,14,22,10,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-C'(역증가4개:6ABL6012,6ABL6022,6ABL6031,6ABL0112),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,R-B_fast(+48/10분)]; M16B[R-A_sus]",0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,-29,-1,-29,48,-15,-5,0.68,77.92,78.89,80.55,73.80,0,115,34,38,0,0,15,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-26 02:13,2026-06-26,02:13,3,3단계 ⭐확정,3,,IN_INCIDENT,155,0,HUB-MLUD,40,,M16HUB,20,M16HUB,"M16HUB(01:13,RA+RA_sus+RC+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,20,5,0,10,5,0,0,0,RA_sus+RC+RD,RA_sus,,RA_sus+RB_fast,RA_sus,6.46,2.51,3.17,2.56,2.75,-42,2,-22,1,-23,0,100.00,4,"6ABL6012,6ABL6022,6ABL0111,6ABL0112",12.20,0,5.88,11.08,0,36,16,27,15,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A_sus,R-C'(역증가4개:6ABL6012,6ABL6022,6ABL0111,6ABL0112),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,R-B_fast(+46/10분)]; M16B[R-A_sus]",0,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,-10,21,-20,46,-30,-3,0.59,80.84,83.64,84.32,79.75,0,116,41,82,0,0,20,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-26 02:14,2026-06-26,02:14,3,3단계 ⭐확정,3,,IN_INCIDENT,156,0,HUB-MLUD,40,,M16HUB,15,M16HUB,"M16HUB(01:14,RA+RA_sus+RC+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,15,10,0,10,5,0,0,0,RC+RD,RA_sus+RB_fast,,RA_sus+RB_fast,RA_sus,4.75,2.67,3.13,2.29,2.38,-18,30,-19,-16,-17,0,100.00,2,"6ABL6022,6ABL0111",12.26,0,5.88,7.00,0,36,15,23,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-C'(역증가2개:6ABL6022,6ABL0111),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+37/10분)]; M16A[R-A_sus,R-B_fast(+39/10분)]; M16B[R-A_sus]",0,0,0,0,8,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,37,-9,39,-26,-8,0.53,79.47,84.43,88.10,76.91,0,102,37,46,0,0,15,10,0,10,5
M16A_HUBROOM_PR.csv,2026-06-26 02:15,2026-06-26,02:15,3,3단계 ⭐확정,3,,IN_INCIDENT,157,0,HUB-MLUD,35,,M16HUB,15,M16HUB,"M16HUB(01:15,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,15,10,0,5,5,0,0,0,RC+RD,RA_sus+RB_fast,,RA_sus,RA_sus,4.62,2.45,2.92,2.53,2.36,-20,11,-2,-34,0,0,100.00,4,"6ABL6012,6ABL6022,6ABL0111,6ABL0112",12.90,0,6.19,11.59,0,39,20,29,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-C'(역증가4개:6ABL6012,6ABL6022,6ABL0111,6ABL0112),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+24/10분)]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,0,8,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,12,24,1,9,-10,-5,0.53,76.65,84.56,89.93,74.93,0,124,46,96,0,0,15,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:16,2026-06-26,02:16,3,3단계 ⭐확정,3,,IN_INCIDENT,158,0,HUB-MLUD,40,,M16HUB,20,M16HUB,"M16HUB(01:16,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,20,10,0,5,5,0,0,0,RB_fast+RC+RD,RA_sus+RB_fast,,RA_sus,RA_sus,4.62,2.54,3.37,2.47,2.65,4,16,-12,-38,5,0,100.00,4,"6ABL6012,6ABL6022,6ABL0111,6ABL0112",13.00,0,6.49,11.99,0,36,16,31,15,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-B_fast(+37/10분),R-C'(역증가4개:6ABL6012,6ABL6022,6ABL0111,6ABL0112),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+24/10분)]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,5,8,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,37,24,-5,0,-11,-4,0.50,76.17,84.96,87.19,74.22,0,113,43,89,0,0,20,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:17,2026-06-26,02:17,3,3단계 ⭐확정,3,,IN_INCIDENT,159,0,M14-신호,27,,M14,10,,"M16HUB(01:17,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,7,10,0,5,5,0,0,0,RD,RA_sus+RB_fast,,RA_sus,RA_sus,7.12,2.64,2.89,2.31,2.36,10,22,13,-25,16,0,100.00,4,"6ABL6012,6ABL6022,6ABL0111,6ABL0112",13.98,0,6.98,6.82,0,42,17,30,15,0,"hot_area=M14; S3확정; 발동: M16HUB[R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+34/10분)]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,29,34,11,12,-2,10,0.50,78.02,83.91,87.41,74.79,0,130,41,46,0,0,7,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:18,2026-06-26,02:18,3,3단계 ⭐확정,3,,IN_INCIDENT,160,0,HUB-MLUD,32,,M16HUB,12,,"M16HUB(01:18,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,12,10,0,5,5,0,0,0,RB_fast+RD,RA_sus+RB_fast,,RA_sus,RA_sus,4.59,2.70,2.96,2.61,2.45,23,19,20,-25,18,0,100.00,5,"6ABL6012,6ABL6022,6ABL0111,6ABL0112,6ABL0122",14.47,0,7.59,9.75,0,36,16,25,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-B_fast(+37/10분),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+25/10분)]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,5,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,37,25,8,-7,4,13,0.50,76.17,81.93,85.70,78.61,0,138,52,77,0,0,12,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:19,2026-06-26,02:19,3,3단계 ⭐확정,3,,IN_INCIDENT,161,0,HUB-MLUD,27,,M16HUB,12,,"M16HUB(01:19,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,12,5,0,5,5,0,0,0,RB_fast+RD,RA_sus,,RA_sus,RA_sus,6.53,2.72,3.04,2.45,2.28,33,19,22,-19,25,0,100.00,3,"6ABL6022,6ABL0112,6ABL0122",15.02,0,7.56,7.05,0,37,15,29,15,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-B_fast(+35/10분),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,5,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,35,19,11,-12,4,1,0.50,74.71,79.55,84.32,79.89,0,131,45,51,0,0,12,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:20,2026-06-26,02:20,3,3단계 ⭐확정,3,,IN_INCIDENT,162,0,M16B-큐누적,47,,M16B,20,M16B,"M16HUB(01:20,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",M16B_10F_TO_HUB=1.7x(주의),,7,10,0,5,20,0,0,0,RD,RA_sus+RB_fast,,RA_sus,RA_sus+RB+RB_fast,5.56,2.88,3.08,2.77,2.58,37,36,15,-5,32,0,100.00,4,"6ABL6021,6ABL6022,6ABL0112,6ABL0122",15.35,0,8.38,10.41,0,37,15,25,10,0,"hot_area=M16B; S3확정; 발동: M16HUB[R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+25/10분)]; M16A[R-A_sus]; M16B[R-A_sus,R-B(10F_TO_HUB_JOB+32/30분/기준+30),R-B_fast(+15/10분)]; 흐름:M16B_10F_TO_HUB=1.7x(주의)",0,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0,25,25,0,5,15,9,0.53,74.90,81.66,81.58,81.87,0,148,62,89,0,0,7,10,0,5,20
M16A_HUBROOM_PR.csv,2026-06-26 02:21,2026-06-26,02:21,3,3단계 ⭐확정,3,,IN_INCIDENT,163,0,M16B-큐누적,87,위험,M16B,20,M16HUB;M14;M16B,"M16HUB(01:21,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",M16B_10F_TO_HUB=2.1x(위험),,17,15,0,5,20,10,0,0,RA_sus+RB_fast+RD,RA_sus+RB_fast+SLA,,RA_sus,RA_sus+RB+RB_fast,6.54,2.69,3.42,2.65,2.63,42,40,8,3,42,0,100.00,4,"6ABL6021,6ABL6022,6ABL0121,6ABL0122",15.69,0,8.32,10.95,0,33,12,27,12,0,"hot_area=M16B; S3확정; 발동: M16HUB[R-A_sus,R-B_fast(+35/10분),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+32/10분),SLA(15.7%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B(10F_TO_HUB_JOB+42/30분/기준+30),R-B_fast(+21/10분)]; M16[R-B(SENDQUEUETOTAL+37/30분/기준+20)]; 흐름:M16B_10F_TO_HUB=2.1x(위험)",0,5,0,5,0,7,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,67,15,5,0,0,0,0,0,0,0,35,32,-5,8,21,4,0.59,76.46,81.53,85.93,81.30,0,136,56,82,0,0,17,15,0,5,20
M16A_HUBROOM_PR.csv,2026-06-26 02:22,2026-06-26,02:22,3,3단계 ⭐확정,3,,IN_INCIDENT,164,0,M16B-SLA초과,87,위험,M16B,25,M16HUB;M14;M16B,"M16HUB(01:22,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",M16B_10F_TO_HUB=1.7x(주의),,17,15,0,10,25,0,0,0,RA_sus+RB_fast+RD,RA_sus+RB_fast+SLA,,RA_sus+SLA,RA_sus+RB+RB_fast+SLA,6.45,2.49,3.06,2.45,2.49,51,40,8,30,35,0,100.00,6,"6ABL6012,6ABL6021,6ABL6022,6ABL0112,6ABL0121,6ABL0122",15.38,0,8.25,10.35,0,36,19,26,11,0,"hot_area=M16B; S3확정; 발동: M16HUB[R-A_sus,R-B_fast(+48/10분),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+35/10분),SLA(15.4%4분초과)]; M16A[R-A_sus,SLA(8.2%4분초과)]; M16B[R-A_sus,R-B(10F_TO_HUB_JOB+35/30분/기준+30),R-B_fast(+23/10분),SLA(10.3%4분초과)]; 흐름:M16B_10F_TO_HUB=1.7x(주의)",0,5,0,5,0,7,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,10,5,0,0,5,0,0,67,5,15,0,0,0,0,0,0,0,48,35,5,18,23,13,0.58,78.31,80.47,86.38,78.61,0,138,63,88,0,0,17,15,0,10,25
M16A_HUBROOM_PR.csv,2026-06-26 02:23,2026-06-26,02:23,3,3단계 ⭐확정,3,,IN_INCIDENT,165,0,M16B-큐누적,72,경계,M16B,20,M16HUB;M16B,"M16HUB(01:23,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",M16B_10F_TO_HUB=1.8x(주의),,17,10,0,5,20,10,0,0,RA_sus+RB_fast+RD,RA_sus+SLA,,RA_sus,RA_sus+RB+RB_fast,5.37,2.56,3.07,2.46,2.57,38,24,-2,26,37,0,100.00,4,"6ABL6011,6ABL6022,6ABL0121,6ABL0122",15.86,0,8.21,10.71,0,33,15,26,11,0,"hot_area=M16B; S3확정; 발동: M16HUB[R-A_sus,R-B_fast(+36/10분),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(15.9%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B(10F_TO_HUB_JOB+37/30분/기준+30),R-B_fast(+33/10분)]; M16[R-B(SENDQUEUETOTAL+28/30분/기준+20)]; 흐름:M16B_10F_TO_HUB=1.8x(주의)",0,5,0,5,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,62,5,5,0,0,0,0,0,0,0,36,15,9,-9,33,2,0.57,82.30,85.49,84.67,77.05,0,150,57,83,0,0,17,10,0,5,20
M16A_HUBROOM_PR.csv,2026-06-26 02:24,2026-06-26,02:24,3,3단계 ⭐확정,3,,IN_INCIDENT,166,0,M14-SLA초과,37,,M14,10,,"M16HUB(01:24,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,7,10,0,5,10,0,0,0,RD,RA_sus+SLA,,RA_sus,RA_sus+RB_fast,4.47,2.77,2.84,2.24,2.25,13,19,0,49,22,0,100.00,4,"6ABL6011,6ABL6022,6ABL0121,6ABL0122",16.10,0,7.89,7.45,0,35,16,21,11,0,"hot_area=M14; S3확정; 발동: M16HUB[R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(16.1%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+23/10분)]",0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,32,0,5,0,0,0,0,0,0,0,16,-11,15,8,23,0,0.55,82.98,82.72,81.46,73.65,0,137,49,51,0,0,7,10,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 02:25,2026-06-26,02:25,1,1단계 조기경보,3,3→1,IN_INCIDENT,167,0,M14-SLA초과,32,,M14,10,,"M16HUB(01:25,RA+RA_sus+RB_fast+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,7,10,0,5,5,0,0,0,RD,RA_sus+SLA,,RA_sus,RA_sus,4.51,2.65,3.24,2.49,2.63,17,15,0,52,8,0,100.00,4,"6ABL6021,6ABL6022,6ABL0121,6ABL0122",15.83,0,7.97,12.74,0,35,18,30,13,0,"hot_area=M14; S1조기경보; 발동: M16HUB[R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(15.8%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,0,5,0,0,0,0,0,0,0,6,-12,5,17,8,8,0.58,84.63,77.97,80.66,74.65,0,151,59,107,0,0,7,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:26,2026-06-26,02:26,1,1단계 조기경보,1,,IN_INCIDENT,168,0,HUB-MLUD,30,,M16HUB,15,M16HUB,"M16HUB(01:26,RA+RA_sus+RB_fast+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA)",,,15,5,0,5,5,0,0,0,RC+RD,RA_sus,,RA_sus,RA_sus,5.58,2.78,3.05,2.52,2.87,6,7,-2,60,-6,0,100.00,4,"6ABL6021,6ABL6022,6ABL0121,6ABL0122",14.92,0,7.78,13.32,0,37,18,30,13,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-C'(역증가4개:6ABL6021,6ABL6022,6ABL0121,6ABL0122),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]",0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,-17,-10,12,17,2,-4,0.56,81.23,78.23,81.24,72.52,0,128,52,101,0,0,15,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 02:27,2026-06-26,02:27,3,3단계 ⭐확정,1,1→3,IN_INCIDENT,169,0,HUB-MLUD,40,,M16HUB,15,M16HUB;M16A,"M16HUB(01:27,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA) → M16A(02:27,RA_sus+RB)",,,15,5,0,15,5,0,0,0,RC+RD,RA_sus,,RA_sus+RB,RA_sus,6.86,2.49,2.90,2.52,2.20,10,2,-6,85,-7,0,100.00,4,"6ABL6021,6ABL6022,6ABL0111,6ABL0121",15.88,0,8.01,7.69,0,38,17,28,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-C'(역증가4개:6ABL6021,6ABL6022,6ABL0111,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,R-B(6F_TO_HUB_JOB+85/30분/기준+80)]; M16B[R-A_sus]",0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,-13,-26,-5,22,0,-1,0.55,82.20,81.13,80.21,74.08,0,142,47,51,0,0,15,5,0,15,5
M16A_HUBROOM_PR.csv,2026-06-26 02:28,2026-06-26,02:28,3,3단계 ⭐확정,3,,IN_INCIDENT,170,0,M16A-큐누적,45,,M16A,20,M16HUB;M16A,"M16HUB(01:28,RA+RA_sus+RD) → M16(01:47,RB+RB_fast) → M14(02:03,RA_sus+RC+SLA) → M16B(02:05,RA_sus+RB_fast+SLA) → M16A(02:27,RA_sus+RB)",,,15,5,0,20,5,0,0,0,RC+RD,RA_sus,,RA_sus+RB+RB_fast,RA_sus,5.65,2.90,2.84,2.67,2.67,3,5,-17,88,-9,0,100.00,3,"6ABL6021,6ABL0111,6ABL0121",15.32,0,7.95,10.35,0,38,18,33,13,0,"hot_area=M16A; S3확정; 발동: M16HUB[R-C'(역증가3개:6ABL6021,6ABL0111,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,R-B(6F_TO_HUB_JOB+88/30분/기준+80),R-B_fast(+36/10분)]; M16B[R-A_sus]",0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,-12,-16,2,36,-11,-11,0.55,83.66,82.85,80.32,70.11,0,142,54,79,0,0,15,5,0,20,5
