현재시간,예측시점,현재값,실제값,실제_변화량,구간_MIN,구간_MAX,구간_AVG,예측_변화량_MIN,예측값_MIN,오차_MIN,방향일치_MIN,예측_변화량_MAX,예측값_MAX,오차_MAX,방향일치_MAX,예측_변화량_AVG,예측값_AVG,오차_AVG,방향일치_AVG,HUBROOMTOTAL,알람
2025-12-23 08:00,2025-12-23 08:10,287,291,4,268,295,281.7,-7.48,279.52,11.48,❌,28.66,315.66,24.66,✅,12.43,299.43,8.43,✅,690,
2025-12-23 08:01,2025-12-23 08:11,295,281,-14,268,291,280.3,-9.45,285.55,4.55,✅,31.22,326.22,45.22,❌,10.1,305.1,24.1,❌,690,
2025-12-23 08:02,2025-12-23 08:12,281,281,0,268,291,280.3,-6.47,274.53,6.47,❌,26.91,307.91,26.91,❌,10.26,291.26,10.26,❌,679,
2025-12-23 08:03,2025-12-23 08:13,268,284,16,272,291,281.9,-8.54,259.46,24.54,❌,34.25,302.25,18.25,✅,11.84,279.84,4.16,✅,674,
2025-12-23 08:04,2025-12-23 08:14,272,282,10,277,291,282.9,-7.3,264.7,17.3,❌,35.27,307.27,25.27,✅,15.7,287.7,5.7,✅,673,
2025-12-23 08:05,2025-12-23 08:15,280,287,7,277,291,283.6,-6.06,273.94,13.06,❌,23.44,303.44,16.44,✅,9.16,289.16,2.16,✅,677,
2025-12-23 08:06,2025-12-23 08:16,277,292,15,281,292,285.1,-4.27,272.73,19.27,❌,27.77,304.77,12.77,✅,11.35,288.35,3.65,✅,661,
2025-12-23 08:07,2025-12-23 08:17,288,280,-8,280,292,284.3,-6.25,281.75,1.75,✅,25.57,313.57,33.57,❌,9.33,297.33,17.33,❌,663,
2025-12-23 08:08,2025-12-23 08:18,282,278,-4,278,292,283.9,-5.75,276.25,1.75,✅,25.82,307.82,29.82,❌,9.71,291.71,13.71,❌,664,
2025-12-23 08:09,2025-12-23 08:19,283,281,-2,278,292,283.7,-8.68,274.32,6.68,✅,29.14,312.14,31.14,❌,11.94,294.94,13.94,❌,667,
2025-12-23 08:10,2025-12-23 08:20,291,268,-23,268,292,281.4,-7.83,283.17,15.17,✅,26.4,317.4,49.4,❌,10.75,301.75,33.75,❌,673,
2025-12-23 08:11,2025-12-23 08:21,281,267,-14,267,292,280.0,-9.59,271.41,4.41,✅,33.92,314.92,47.92,❌,13.99,294.99,27.99,❌,656,
2025-12-23 08:12,2025-12-23 08:22,281,277,-4,267,292,279.6,-9.8,271.2,5.8,✅,32.7,313.7,36.7,❌,13.83,294.83,17.83,❌,650,
2025-12-23 08:13,2025-12-23 08:23,284,283,-1,267,292,279.5,-8.48,275.52,7.48,✅,25.46,309.46,26.46,❌,9.7,293.7,10.7,❌,636,
2025-12-23 08:14,2025-12-23 08:24,282,293,11,267,293,280.6,-11.1,270.9,22.1,❌,30.63,312.63,19.63,✅,9.94,291.94,1.06,✅,653,
2025-12-23 08:15,2025-12-23 08:25,287,280,-7,267,293,279.9,-9.81,277.19,2.81,✅,27.5,314.5,34.5,❌,9.43,296.43,16.43,❌,676,
2025-12-23 08:16,2025-12-23 08:26,292,287,-5,267,293,279.4,-13.44,278.56,8.44,✅,21.81,313.81,26.81,❌,7.98,299.98,12.98,❌,692,
2025-12-23 08:17,2025-12-23 08:27,280,290,10,267,293,280.4,-12.56,267.44,22.56,❌,24.28,304.28,14.28,✅,6.01,286.01,3.99,✅,692,
2025-12-23 08:18,2025-12-23 08:28,278,289,11,267,293,281.5,-11.74,266.26,22.74,❌,25.16,303.16,14.16,✅,8.1,286.1,2.9,✅,699,
2025-12-23 08:19,2025-12-23 08:29,281,289,8,267,293,282.3,-11.43,269.57,19.43,❌,27.86,308.86,19.86,✅,9.64,290.64,1.64,✅,695,
2025-12-23 08:20,2025-12-23 08:30,268,284,16,267,293,283.9,-9.84,258.16,25.84,❌,37.02,305.02,21.02,✅,11.29,279.29,4.71,✅,688,
2025-12-23 08:21,2025-12-23 08:31,267,283,16,277,293,285.5,-8.63,258.37,24.63,❌,38.9,305.9,22.9,✅,16.37,283.37,0.37,✅,699,
2025-12-23 08:22,2025-12-23 08:32,277,268,-9,268,293,284.6,-10.23,266.77,1.23,✅,36.98,313.98,45.98,❌,11.58,288.58,20.58,❌,699,
2025-12-23 08:23,2025-12-23 08:33,283,269,-14,268,293,283.2,-11.74,271.26,2.26,✅,33.76,316.76,47.76,❌,9.5,292.5,23.5,❌,706,
2025-12-23 08:24,2025-12-23 08:34,293,275,-18,268,290,281.4,-12.61,280.39,5.39,✅,24.34,317.34,42.34,❌,4.88,297.88,22.88,❌,696,
2025-12-23 08:25,2025-12-23 08:35,280,278,-2,268,290,281.2,-14.95,265.05,12.95,✅,18.98,298.98,20.98,❌,2.29,282.29,4.29,✅,666,
2025-12-23 08:26,2025-12-23 08:36,287,278,-9,268,290,280.3,-13.85,273.15,4.85,✅,14.42,301.42,23.42,❌,-1.5,285.5,7.5,✅,668,
2025-12-23 08:27,2025-12-23 08:37,290,295,5,268,295,280.8,-15.71,274.29,20.71,❌,10.24,300.24,5.24,✅,-4.55,285.45,9.55,❌,653,
2025-12-23 08:28,2025-12-23 08:38,289,294,5,268,295,281.3,-15.2,273.8,20.2,❌,10.94,299.94,5.94,✅,-3.87,285.13,8.87,❌,655,
2025-12-23 08:29,2025-12-23 08:39,289,295,6,268,295,281.9,-16.78,272.22,22.78,❌,10.52,299.52,4.52,✅,-2.27,286.73,8.27,❌,660,
2025-12-23 08:30,2025-12-23 08:40,284,302,18,268,302,283.7,-12.48,271.52,30.48,❌,12.29,296.29,5.71,✅,0.38,284.38,17.62,✅,656,
2025-12-23 08:31,2025-12-23 08:41,283,314,31,268,314,286.8,-12.99,270.01,43.99,❌,17.7,300.7,13.3,✅,1.74,284.74,29.26,✅,650,
2025-12-23 08:32,2025-12-23 08:42,268,306,38,269,314,290.6,-10.99,257.01,48.99,❌,21.11,289.11,16.89,✅,4.94,272.94,33.06,✅,648,
2025-12-23 08:33,2025-12-23 08:43,269,311,42,275,314,294.8,-8.95,260.05,50.95,❌,30.47,299.47,11.53,✅,12.73,281.73,29.27,✅,666,
2025-12-23 08:34,2025-12-23 08:44,275,312,37,278,314,298.5,-5.63,269.37,42.63,❌,36.19,311.19,0.81,✅,15.59,290.59,21.41,✅,667,
2025-12-23 08:35,2025-12-23 08:45,278,309,31,278,314,301.6,-4.12,273.88,35.12,❌,37.85,315.85,6.85,✅,18.22,296.22,12.78,✅,668,
2025-12-23 08:36,2025-12-23 08:46,278,308,30,294,314,304.6,-5.42,272.58,35.42,❌,35.57,313.57,5.57,✅,15.96,293.96,14.04,✅,687,
2025-12-23 08:37,2025-12-23 08:47,295,308,13,294,314,305.9,-6.23,288.77,19.23,❌,31.68,326.68,18.68,✅,12.89,307.89,0.11,✅,695,
2025-12-23 08:38,2025-12-23 08:48,294,307,13,295,314,307.2,-6.19,287.81,19.19,❌,23.49,317.49,10.49,✅,9.03,303.03,3.97,✅,696,
2025-12-23 08:39,2025-12-23 08:49,295,308,13,302,314,308.5,-9.86,285.14,22.86,❌,16.94,311.94,3.94,✅,2.78,297.78,10.22,✅,700,
2025-12-23 08:40,2025-12-23 08:50,302,307,5,306,314,309.0,-11.34,290.66,16.34,❌,12.74,314.74,7.74,✅,1.08,303.08,3.92,✅,707,
2025-12-23 08:41,2025-12-23 08:51,314,317,3,306,317,309.3,-11.33,302.67,14.33,❌,10.01,324.01,7.01,✅,-1.74,312.26,4.74,✅,724,
2025-12-23 08:42,2025-12-23 08:52,306,315,9,307,317,310.2,-11.83,294.17,20.83,❌,8.88,314.88,0.12,✅,-2.18,303.82,11.18,❌,720,
2025-12-23 08:43,2025-12-23 08:53,311,303,-8,303,317,309.4,-11.83,299.17,3.83,✅,9.12,320.12,17.12,❌,-2.23,308.77,5.77,✅,721,
2025-12-23 08:44,2025-12-23 08:54,312,301,-11,301,317,308.3,-11.47,300.53,0.47,✅,7.95,319.95,18.95,❌,-2.24,309.76,8.76,✅,730,
2025-12-23 08:45,2025-12-23 08:55,309,303,-6,301,317,307.7,-10.83,298.17,4.83,✅,10.27,319.27,16.27,❌,1.65,310.65,7.65,❌,740,
2025-12-23 08:46,2025-12-23 08:56,308,291,-17,291,317,306.0,-15.2,292.8,1.8,✅,6.97,314.97,23.97,❌,-2.01,305.99,14.99,✅,726,
2025-12-23 08:47,2025-12-23 08:57,308,295,-13,291,317,304.7,-12.07,295.93,0.93,✅,9.99,317.99,22.99,❌,1.13,309.13,14.13,❌,727,
2025-12-23 08:48,2025-12-23 08:58,307,299,-8,291,317,303.9,-10.09,296.91,2.09,✅,11.03,318.03,19.03,❌,2.95,309.95,10.95,❌,733,
2025-12-23 08:49,2025-12-23 08:59,308,304,-4,291,317,303.5,-11.06,296.94,7.06,✅,11.78,319.78,15.78,❌,3.19,311.19,7.19,✅,732,
2025-12-23 08:50,2025-12-23 09:00,307,316,9,291,317,304.4,-9.47,297.53,18.47,❌,14.7,321.7,5.7,✅,5.12,312.12,3.88,✅,721,
2025-12-23 08:51,2025-12-23 09:01,317,308,-9,291,316,303.5,-13.12,303.88,4.12,✅,11.62,328.62,20.62,❌,1.08,318.08,10.08,❌,729,
2025-12-23 08:52,2025-12-23 09:02,315,321,6,291,321,304.1,-12.1,302.9,18.1,❌,10.27,325.27,4.27,✅,-1.56,313.44,7.56,❌,735,
2025-12-23 08:53,2025-12-23 09:03,303,322,19,291,322,306.0,-8.91,294.09,27.91,❌,13.13,316.13,5.87,✅,2.76,305.76,16.24,✅,718,
2025-12-23 08:54,2025-12-23 09:04,301,312,11,291,322,307.1,-7.71,293.29,18.71,❌,16.11,317.11,5.11,✅,3.58,304.58,7.42,✅,733,
2025-12-23 08:55,2025-12-23 09:05,303,312,9,291,322,308.0,-7.69,295.31,16.69,❌,14.95,317.95,5.95,✅,3.22,306.22,5.78,✅,735,
2025-12-23 08:56,2025-12-23 09:06,291,303,12,295,322,309.2,-7.29,283.71,19.29,❌,16.55,307.55,4.55,✅,3.48,294.48,8.52,✅,740,
2025-12-23 08:57,2025-12-23 09:07,295,307,12,299,322,310.4,-7.27,287.73,19.27,❌,17.51,312.51,5.51,✅,3.44,298.44,8.56,✅,743,
2025-12-23 08:58,2025-12-23 09:08,299,294,-5,294,322,309.9,-8.89,290.11,3.89,✅,17.52,316.52,22.52,❌,3.6,302.6,8.6,❌,739,
2025-12-23 08:59,2025-12-23 09:09,304,303,-1,294,322,309.8,-11.78,292.22,10.78,✅,17.36,321.36,18.36,❌,0.66,304.66,1.66,✅,750,
2025-12-23 09:00,2025-12-23 09:10,316,320,4,294,322,310.2,-12.8,303.2,16.8,❌,9.79,325.79,5.79,✅,-3.46,312.54,7.46,✅,747,
2025-12-23 09:01,2025-12-23 09:11,308,313,5,294,322,310.7,-14.73,293.27,19.73,❌,10.33,318.33,5.33,✅,-3.43,304.57,8.43,❌,753,
2025-12-23 09:02,2025-12-23 09:12,321,319,-2,294,322,310.5,-17.08,303.92,15.08,✅,7.64,328.64,9.64,❌,-3.13,317.87,1.13,✅,751,
2025-12-23 09:03,2025-12-23 09:13,322,311,-11,294,320,309.4,-16.67,305.33,5.67,✅,9.84,331.84,20.84,❌,-1.97,320.03,9.03,✅,744,
2025-12-23 09:04,2025-12-23 09:14,312,325,13,294,325,310.7,-15.0,297.0,28.0,❌,13.7,325.7,0.7,✅,1.63,313.63,11.37,✅,743,
2025-12-23 09:05,2025-12-23 09:15,312,327,15,294,327,312.2,-16.17,295.83,31.17,❌,13.61,325.61,1.39,✅,0.48,312.48,14.52,✅,716,
2025-12-23 09:06,2025-12-23 09:16,303,320,17,294,327,313.9,-14.29,288.71,31.29,❌,13.58,316.58,3.42,✅,-1.37,301.63,18.37,❌,702,
2025-12-23 09:07,2025-12-23 09:17,307,318,11,294,327,315.0,-15.79,291.21,26.79,❌,13.49,320.49,2.49,✅,-0.72,306.28,11.72,❌,705,
2025-12-23 09:08,2025-12-23 09:18,294,319,25,303,327,317.5,-15.19,278.81,40.19,❌,14.35,308.35,10.65,✅,1.65,295.65,23.35,✅,696,
2025-12-23 09:09,2025-12-23 09:19,303,316,13,311,327,318.8,-14.2,288.8,27.2,❌,17.06,320.06,4.06,✅,3.39,306.39,9.61,✅,697,
2025-12-23 09:10,2025-12-23 09:20,320,323,3,311,327,319.1,-17.82,302.18,20.82,❌,16.76,336.76,13.76,✅,-1.6,318.4,4.6,✅,701,
2025-12-23 09:11,2025-12-23 09:21,313,329,16,311,329,320.7,-18.78,294.22,34.78,❌,15.04,328.04,0.96,✅,1.13,314.13,14.87,✅,703,
2025-12-23 09:12,2025-12-23 09:22,319,325,6,311,329,321.3,-19.21,299.79,25.21,❌,19.67,338.67,13.67,✅,0.23,319.23,5.77,✅,717,
2025-12-23 09:13,2025-12-23 09:23,311,346,35,316,346,324.8,-19.68,291.32,54.68,❌,15.49,326.49,19.51,✅,1.79,312.79,33.21,✅,712,
2025-12-23 09:14,2025-12-23 09:24,325,349,24,316,349,327.2,-17.31,307.69,41.31,❌,18.56,343.56,5.44,✅,3.27,328.27,20.73,✅,728,
2025-12-23 09:15,2025-12-23 09:25,327,347,20,316,349,329.2,-18.55,308.45,38.55,❌,15.19,342.19,4.81,✅,-0.12,326.88,20.12,❌,735,
2025-12-23 09:16,2025-12-23 09:26,320,338,18,316,349,331.0,-17.63,302.37,35.63,❌,19.63,339.63,1.63,✅,1.48,321.48,16.52,✅,742,
2025-12-23 09:17,2025-12-23 09:27,318,334,16,316,349,332.6,-15.85,302.15,31.85,❌,20.45,338.45,4.45,✅,2.92,320.92,13.08,✅,738,
2025-12-23 09:18,2025-12-23 09:28,319,343,24,316,349,335.0,-13.41,305.59,37.41,❌,20.12,339.12,3.88,✅,5.34,324.34,18.66,✅,750,
2025-12-23 09:19,2025-12-23 09:29,316,332,16,323,349,336.6,-14.48,301.52,30.48,❌,21.44,337.44,5.44,✅,7.88,323.88,8.12,✅,759,
2025-12-23 09:20,2025-12-23 09:30,323,341,18,325,349,338.4,-6.0,317.0,24.0,❌,22.31,345.31,4.31,✅,6.09,329.09,11.91,✅,747,
2025-12-23 09:21,2025-12-23 09:31,329,336,7,325,349,339.1,-9.82,319.18,16.82,❌,18.62,347.62,11.62,✅,5.83,334.83,1.17,✅,748,
2025-12-23 09:22,2025-12-23 09:32,325,341,16,332,349,340.7,-8.99,316.01,24.99,❌,22.15,347.15,6.15,✅,8.41,333.41,7.59,✅,733,
2025-12-23 09:23,2025-12-23 09:33,346,339,-7,332,349,340.0,-15.7,330.3,8.7,✅,14.54,360.54,21.54,❌,0.2,346.2,7.2,❌,736,🚨360.5
2025-12-23 09:24,2025-12-23 09:34,349,332,-17,332,347,338.3,-14.14,334.86,2.86,✅,14.06,363.06,31.06,❌,1.23,350.23,18.23,❌,733,⚠️363.1
2025-12-23 09:25,2025-12-23 09:35,347,341,-6,332,343,337.7,-14.87,332.13,8.87,✅,14.99,361.99,20.99,❌,1.19,348.19,7.19,❌,722,⚠️362.0
2025-12-23 09:26,2025-12-23 09:36,338,332,-6,332,343,337.1,-12.91,325.09,6.91,✅,21.92,359.92,27.92,❌,6.4,344.4,12.4,❌,705,⚠️359.9
2025-12-23 09:27,2025-12-23 09:37,334,321,-13,321,343,335.8,-10.53,323.47,2.47,✅,22.42,356.42,35.42,❌,9.62,343.62,22.62,❌,689,⚠️356.4
2025-12-23 09:28,2025-12-23 09:38,343,342,-1,321,342,335.7,-13.53,329.47,12.53,✅,16.11,359.11,17.11,❌,2.56,345.56,3.56,✅,711,⚠️359.1
2025-12-23 09:29,2025-12-23 09:39,332,348,16,321,348,337.3,-10.26,321.74,26.26,❌,20.66,352.66,4.66,✅,8.74,340.74,7.26,✅,700,⚠️352.7
2025-12-23 09:30,2025-12-23 09:40,341,341,0,321,348,337.3,-13.02,327.98,13.02,❌,16.52,357.52,16.52,❌,4.58,345.58,4.58,✅,683,⚠️357.5
2025-12-23 09:31,2025-12-23 09:41,336,347,11,321,348,338.4,-10.01,325.99,21.01,❌,20.93,356.93,9.93,✅,8.76,344.76,2.24,✅,688,⚠️356.9
2025-12-23 09:32,2025-12-23 09:42,341,337,-4,321,348,338.0,-12.08,328.92,8.08,✅,17.0,358.0,21.0,❌,2.54,343.54,6.54,✅,692,⚠️358.0
2025-12-23 09:33,2025-12-23 09:43,339,333,-6,321,348,337.4,-13.06,325.94,7.06,✅,17.08,356.08,23.08,❌,7.35,346.35,13.35,❌,695,⚠️356.1
2025-12-23 09:34,2025-12-23 09:44,332,340,8,321,348,338.2,-10.42,321.58,18.42,❌,21.18,353.18,13.18,✅,7.7,339.7,0.3,✅,702,⚠️353.2
2025-12-23 09:35,2025-12-23 09:45,341,337,-4,321,348,337.8,-14.97,326.03,10.97,✅,18.06,359.06,22.06,❌,5.68,346.68,9.68,❌,716,⚠️359.1
2025-12-23 09:36,2025-12-23 09:46,332,335,3,321,348,338.1,-11.32,320.68,14.32,❌,22.05,354.05,19.05,✅,7.51,339.51,4.51,✅,719,⚠️354.1
2025-12-23 09:37,2025-12-23 09:47,321,324,3,324,348,338.4,-8.2,312.8,11.2,❌,21.42,342.42,18.42,✅,7.66,328.66,4.66,✅,703,
2025-12-23 09:38,2025-12-23 09:48,342,338,-4,324,348,338.0,-16.48,325.52,12.48,✅,15.95,357.95,19.95,❌,2.56,344.56,6.56,✅,702,🚨357.9
2025-12-23 09:39,2025-12-23 09:49,348,329,-19,324,347,336.1,-17.26,330.74,1.74,✅,16.16,364.16,35.16,❌,3.47,351.47,22.47,❌,714,⚠️364.2
2025-12-23 09:40,2025-12-23 09:50,341,337,-4,324,347,335.7,-17.83,323.17,13.83,✅,18.0,359.0,22.0,❌,4.26,345.26,8.26,✅,697,⚠️359.0
2025-12-23 09:41,2025-12-23 09:51,347,336,-11,324,340,334.6,-18.9,328.1,7.9,✅,14.01,361.01,25.01,❌,-2.07,344.93,8.93,✅,695,⚠️361.0
2025-12-23 09:42,2025-12-23 09:52,337,335,-2,324,340,334.4,-11.25,325.75,9.25,✅,14.71,351.71,16.71,❌,3.66,340.66,5.66,✅,680,⚠️351.7
2025-12-23 09:43,2025-12-23 09:53,333,328,-5,324,340,333.9,-13.61,319.39,8.61,✅,18.51,351.51,23.51,❌,5.27,338.27,10.27,❌,669,⚠️351.5
2025-12-23 09:44,2025-12-23 09:54,340,321,-19,321,338,332.0,-15.76,324.24,3.24,✅,13.46,353.46,32.46,❌,-1.15,338.85,17.85,✅,660,⚠️353.5
2025-12-23 09:45,2025-12-23 09:55,337,311,-26,311,338,329.4,-14.67,322.33,11.33,✅,15.11,352.11,41.11,❌,-0.36,336.64,25.64,✅,655,⚠️352.1
2025-12-23 09:46,2025-12-23 09:56,335,312,-23,311,338,327.1,-11.34,323.66,11.66,✅,16.46,351.46,39.46,❌,1.41,336.41,24.41,❌,650,⚠️351.5
2025-12-23 09:47,2025-12-23 09:57,324,308,-16,308,338,325.5,-9.27,314.73,6.73,✅,21.51,345.51,37.51,❌,3.72,327.72,19.72,❌,651,
2025-12-23 09:48,2025-12-23 09:58,338,297,-41,297,337,321.4,-14.12,323.88,26.88,✅,18.92,356.92,59.92,❌,0.45,338.45,41.45,❌,654,🚨356.9
2025-12-23 09:49,2025-12-23 09:59,329,300,-29,297,337,318.5,-10.51,318.49,18.49,✅,23.95,352.95,52.95,❌,9.1,338.1,38.1,❌,632,⚠️352.9
2025-12-23 09:50,2025-12-23 10:00,337,297,-40,297,336,314.5,-10.54,326.46,29.46,✅,22.97,359.97,62.97,❌,3.77,340.77,43.77,❌,642,⚠️360.0
2025-12-23 09:51,2025-12-23 10:01,336,296,-40,296,335,310.5,-9.65,326.35,30.35,✅,21.57,357.57,61.57,❌,6.26,342.26,46.26,❌,668,⚠️357.6
2025-12-23 09:52,2025-12-23 10:02,335,284,-51,284,328,305.4,-9.68,325.32,41.32,✅,21.43,356.43,72.43,❌,7.41,342.41,58.41,❌,662,⚠️356.4
2025-12-23 09:53,2025-12-23 10:03,328,283,-45,283,321,300.9,-6.63,321.37,38.37,✅,25.09,353.09,70.09,❌,10.84,338.84,55.84,❌,653,⚠️353.1
2025-12-23 09:54,2025-12-23 10:04,321,296,-25,283,312,298.4,-5.62,315.38,19.38,✅,30.61,351.61,55.61,❌,17.35,338.35,42.35,❌,648,⚠️351.6
2025-12-23 09:55,2025-12-23 10:05,311,310,-1,283,312,298.3,-4.04,306.96,3.04,✅,29.06,340.06,30.06,❌,18.18,329.18,19.18,❌,646,
2025-12-23 09:56,2025-12-23 10:06,312,324,12,283,324,299.5,-3.23,308.77,15.23,❌,29.16,341.16,17.16,✅,18.39,330.39,6.39,✅,654,
2025-12-23 09:57,2025-12-23 10:07,308,338,30,283,338,302.5,-2.63,305.37,32.63,❌,33.94,341.94,3.94,✅,22.33,330.33,7.67,✅,653,
2025-12-23 09:58,2025-12-23 10:08,297,344,47,283,344,307.2,-1.48,295.52,48.48,❌,37.5,334.5,9.5,✅,21.9,318.9,25.1,✅,642,
2025-12-23 09:59,2025-12-23 10:09,300,349,49,283,349,312.1,-0.77,299.23,49.77,❌,37.06,337.06,11.94,✅,21.79,321.79,27.21,✅,639,
2025-12-23 10:00,2025-12-23 10:10,297,354,57,283,354,317.8,-2.71,294.29,59.71,❌,33.83,330.83,23.17,✅,18.26,315.26,38.74,✅,655,
2025-12-23 10:01,2025-12-23 10:11,296,352,56,283,354,323.4,-0.41,295.59,56.41,❌,37.83,333.83,18.17,✅,18.8,314.8,37.2,✅,665,
2025-12-23 10:02,2025-12-23 10:12,284,353,69,283,354,330.3,0.84,284.84,68.16,✅,38.51,322.51,30.49,✅,19.78,303.78,49.22,✅,654,
2025-12-23 10:03,2025-12-23 10:13,283,350,67,296,354,337.0,-1.02,281.98,68.02,❌,39.06,322.06,27.94,✅,20.32,303.32,46.68,✅,650,
2025-12-23 10:04,2025-12-23 10:14,296,340,44,310,354,341.4,-0.21,295.79,44.21,❌,38.74,334.74,5.26,✅,18.9,314.9,25.1,✅,645,
2025-12-23 10:05,2025-12-23 10:15,310,325,15,324,354,342.9,-4.8,305.2,19.8,❌,31.34,341.34,16.34,✅,19.35,329.35,4.35,✅,649,
2025-12-23 10:06,2025-12-23 10:16,324,317,-7,317,354,342.2,-0.73,323.27,6.27,✅,34.57,358.57,41.57,❌,19.67,343.67,26.67,❌,655,🚨358.6
2025-12-23 10:07,2025-12-23 10:17,338,327,-11,317,354,341.1,-4.68,333.32,6.32,✅,27.08,365.08,38.08,❌,13.6,351.6,24.6,❌,676,⚠️365.1
2025-12-23 10:08,2025-12-23 10:18,344,325,-19,317,354,339.2,-8.49,335.51,10.51,✅,18.22,362.22,37.22,❌,7.24,351.24,26.24,❌,699,⚠️362.2
2025-12-23 10:09,2025-12-23 10:19,349,330,-19,317,354,337.3,-9.25,339.75,9.75,✅,14.0,363.0,33.0,❌,1.71,350.71,20.71,❌,730,⚠️363.0
2025-12-23 10:10,2025-12-23 10:20,354,333,-21,317,353,335.2,-16.42,337.58,4.58,✅,10.54,364.54,31.54,❌,-1.76,352.24,19.24,✅,752,⚠️364.5
2025-12-23 10:11,2025-12-23 10:21,352,336,-16,317,353,333.6,-18.3,333.7,2.3,✅,10.58,362.58,26.58,❌,1.98,353.98,17.98,❌,757,⚠️362.6
2025-12-23 10:12,2025-12-23 10:22,353,341,-12,317,350,332.4,-18.51,334.49,6.51,✅,12.02,365.02,24.02,❌,0.64,353.64,12.64,❌,762,⚠️365.0
2025-12-23 10:13,2025-12-23 10:23,350,332,-18,317,341,330.6,-15.99,334.01,2.01,✅,14.35,364.35,32.35,❌,2.7,352.7,20.7,❌,772,⚠️364.4
2025-12-23 10:14,2025-12-23 10:24,340,332,-8,317,341,329.8,-13.65,326.35,5.65,✅,18.86,358.86,26.86,❌,5.16,345.16,13.16,❌,772,⚠️358.9
2025-12-23 10:15,2025-12-23 10:25,325,334,9,317,341,330.7,-9.21,315.79,18.21,❌,21.77,346.77,12.77,✅,6.41,331.41,2.59,✅,775,
2025-12-23 10:16,2025-12-23 10:26,317,337,20,325,341,332.7,-12.58,304.42,32.58,❌,22.8,339.8,2.8,✅,6.04,323.04,13.96,✅,769,
2025-12-23 10:17,2025-12-23 10:27,327,343,16,325,343,334.3,-9.92,317.08,25.92,❌,21.91,348.91,5.91,✅,5.6,332.6,10.4,✅,779,
2025-12-23 10:18,2025-12-23 10:28,325,332,7,330,343,335.0,-6.88,318.12,13.88,❌,21.98,346.98,14.98,✅,7.91,332.91,0.91,✅,775,
2025-12-23 10:19,2025-12-23 10:29,330,329,-1,329,343,334.9,-7.7,322.3,6.7,✅,18.69,348.69,19.69,❌,6.65,336.65,7.65,❌,788,
2025-12-23 10:20,2025-12-23 10:30,333,327,-6,327,343,334.3,-9.99,323.01,3.99,✅,16.3,349.3,22.3,❌,4.37,337.37,10.37,❌,780,
2025-12-23 10:21,2025-12-23 10:31,336,317,-19,317,343,332.4,-15.25,320.75,3.75,✅,14.07,350.07,33.07,❌,1.25,337.25,20.25,❌,771,🚨350.1
2025-12-23 10:22,2025-12-23 10:32,341,300,-41,300,343,328.3,-20.62,320.38,20.38,✅,10.01,351.01,51.01,❌,-2.35,338.65,38.65,✅,773,⚠️351.0
2025-12-23 10:23,2025-12-23 10:33,332,288,-44,288,343,323.9,-12.18,319.82,31.82,✅,14.19,346.19,58.19,❌,1.61,333.61,45.61,❌,759,
2025-12-23 10:24,2025-12-23 10:34,332,284,-48,284,343,319.1,-10.59,321.41,37.41,✅,11.99,343.99,59.99,❌,2.86,334.86,50.86,❌,744,
2025-12-23 10:25,2025-12-23 10:35,334,282,-52,282,343,313.9,-9.39,324.61,42.61,✅,15.46,349.46,67.46,❌,3.36,337.36,55.36,❌,752,
2025-12-23 10:26,2025-12-23 10:36,337,284,-53,282,343,308.6,-10.65,326.35,42.35,✅,18.57,355.57,71.57,❌,4.36,341.36,57.36,❌,762,🚨355.6
2025-12-23 10:27,2025-12-23 10:37,343,287,-56,282,332,303.0,-16.49,326.51,39.51,✅,15.76,358.76,71.76,❌,1.58,344.58,57.58,❌,760,⚠️358.8
2025-12-23 10:28,2025-12-23 10:38,332,297,-35,282,329,299.5,-11.91,320.09,23.09,✅,18.14,350.14,53.14,❌,4.43,336.43,39.43,❌,768,⚠️350.1
2025-12-23 10:29,2025-12-23 10:39,329,323,-6,282,327,298.9,-12.33,316.67,6.33,✅,19.34,348.34,25.34,❌,5.27,334.27,11.27,❌,769,
2025-12-23 10:30,2025-12-23 10:40,327,321,-6,282,323,298.3,-12.59,314.41,6.59,✅,19.27,346.27,25.27,❌,2.03,329.03,8.03,❌,775,
2025-12-23 10:31,2025-12-23 10:41,317,338,21,282,338,300.4,-10.75,306.25,31.75,❌,22.61,339.61,1.61,✅,7.41,324.41,13.59,✅,761,
2025-12-23 10:32,2025-12-23 10:42,300,333,33,282,338,303.7,-8.7,291.3,41.7,❌,30.33,330.33,2.67,✅,12.25,312.25,20.75,✅,751,
2025-12-23 10:33,2025-12-23 10:43,288,324,36,282,338,307.3,-8.55,279.45,44.55,❌,31.75,319.75,4.25,✅,12.01,300.01,23.99,✅,734,
2025-12-23 10:34,2025-12-23 10:44,284,325,41,282,338,311.4,-7.14,276.86,48.14,❌,31.61,315.61,9.39,✅,13.42,297.42,27.58,✅,743,
2025-12-23 10:35,2025-12-23 10:45,282,321,39,284,338,315.3,-7.31,274.69,46.31,❌,33.59,315.59,5.41,✅,14.13,296.13,24.87,✅,741,
2025-12-23 10:36,2025-12-23 10:46,284,332,48,287,338,320.1,-7.78,276.22,55.78,❌,34.57,318.57,13.43,✅,15.94,299.94,32.06,✅,728,
2025-12-23 10:37,2025-12-23 10:47,287,324,37,297,338,323.8,-8.9,278.1,45.9,❌,35.94,322.94,1.06,✅,16.97,303.97,20.03,✅,728,
